id,name,description,dichotomous,group,PMID example,PMID in GWAS CATALOG?,complex traits,Relation,EFO_term,API_EFO_ID,EFO_id,comments,supported by OLS,supported by Zooma,GWAS catalog UI search,Lizzy's suggestion,suggestion applied,Maria's suggestion,import_new_terms
4466,DME,Diabetic macular edema,1,DIABETIC COMPLICATIONS,,,simple,Exact match,diabetic macular edema,EFO_0009321,EFO_0009321,,Yes,Yes,,,,ok,N
356,PDRvNoDRwDoD,Proliferative diabetic retinopathy vs no DR acct DoD-GC,1,DIABETIC COMPLICATIONS,,,complex,Exact match,proliferative diabetic retinopathy,EFO_0009322,EFO_0009322,,No,no,No,,,ok,N
357,PDRvNoPDR,Proliferative diabetic retinopathy (PDR) vs no PDR,1,DIABETIC COMPLICATIONS,,,complex,Exact match,proliferative diabetic retinopathy,EFO_0009322,EFO_0009322,,No,no,No,,,ok,N
358,PDRvNoPDRwDoD,Proliferative diabetic retinopathy (PDR) vs no PDR acct DoD-GC,1,DIABETIC COMPLICATIONS,,,complex,Exact match,proliferative diabetic retinopathy,EFO_0009322,EFO_0009322,,No,no,No,,,ok,N
355,PDRvNoDR,Proliferative diabetic retinopathy vs no DR,1,DIABETIC COMPLICATIONS,,,complex,Exact match,proliferative diabetic retinopathy,EFO_0009322,EFO_0009322,,No,no,Yes,,,ok,N
298,Hemorrhoids,Hemorrhoids,1,DIGESTIVE,,,simple,Exact match,hemorrhoid,EFO_0009552,EFO_0009552,,Yes,Yes,,,,ok,N
4087,Neuroticism_Worry,Worry,0,PSYCHIATRIC,29942085,yes,simple,Exact match,worry measurement,EFO_0009589,EFO_0009589,,Yes,Yes,yes,,,ok,N
4190,PSMR,Post-stroke motor recovery,1,STROKE,37813584,,complex,,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,no,No,stroke outcome severity measurement - EFO_0009603,yes,Accept Lizzy's suggestion,N
319,mRS012v3456,Modified Rankin scale score 0-2 vs 3-6,1,STROKE,30796134,yes,complex,Match to parent,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,no,yes,,,ok,N
320,mRS012v3456AdjSever,Modified Rankin scale score 0-2 vs 3-6 adj stroke severity,1,STROKE,30796134,yes,complex,Match to parent,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,no,yes,,,ok,N
321,mRS01v23456,Modified Rankin scale score 0-1 vs 2-6,1,STROKE,30796134,yes,complex,Match to parent,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,no,yes,,,ok,N
322,mRS01v23456AdjSever,Modified Rankin scale score 0-1 vs 2-6 adj stroke severity,1,STROKE,30796134,yes,complex,Match to parent,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,no,yes,,,ok,N
323,mRSOrdinal,Modified Rankin scale score,0,STROKE,30796134,yes,simple,Match to parent,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,no,yes,,,ok,N
324,mRSOrdinalAdjSever,Modified Rankin scale score adj stroke severity,0,STROKE,30796134,yes,simple,Match to parent,stroke outcome severity measurement,EFO_0009603,EFO_0009603,,No,Yes,yes,,,ok,N
4494,PosttermBirthFetal,Post-term birth (fetal GWAS),1,REPRODUCTIVE TRAITS,31477735,yes,simple,Match to parent,post-term pregnancy,EFO_0009681,EFO_0009681,,No,Yes,yes,post-term pregnancy - EFO_0009681,yes,Add fetal genotype effect measurement (EFO_0007959),N
4759,PosttermBirthMaternal,"Post-term delivery, maternal GWAS",1,REPRODUCTIVE TRAITS,,,simple,Exact match,"post term pregnancy, parental genotype effect measurement ","EFO_0009681,EFO_0005939","EFO_0009681,EFO_0005939",,No,Yes,,,yes,add parental genotype effect measurement (EFO_0005939),N
3617,LADA,Latent autoimmune diabetes in adults,1,IMMUNOLOGICAL,,,complex,Exact match,latent autoimmune diabetes in adults,EFO_0009706,EFO_0009706,,Yes,Yes,,,,ok,N
4322,PaternalLongevity_Attained,Parental longevity (father's attained age),0,AGING AND LONGEVITY,29227965,yes,simple,Match to parent,father's age at death,EFO_0009712,EFO_0009712,,No,no,yes,father's age at death - EFO_0009712,yes,ok,N
3334,PEF,Peak expiratory flow,0,LUNG,,,simple,Exact match,peak expiratory flow,EFO_0009718,EFO_0009718,,Yes,Yes,,,,ok,N
4323,Healthspan,Healthspan,0,AGING AND LONGEVITY,,,simple,Exact match,healthspan,EFO_0009762,EFO_0009762,,Yes,Yes,,,,ok,N
3270,Ala,Alanine,0,METABOLITE,,,simple,Exact match,alanine measurement,EFO_0009765,EFO_0009765,,Yes,no,,,,ok,N
3288,Gly,Glycine,0,METABOLITE,,,simple,Exact match,glycine measurement,EFO_0009767,EFO_0009767,,Yes,no,,,,ok,N
3286,Gln,Glutamine,0,METABOLITE,,,simple,Exact match,glutamine measurement,EFO_0009768,EFO_0009768,,Yes,no,,,,ok,N
3292,His,Histidine,0,METABOLITE,,,simple,Exact match,histidine measurement,EFO_0009769,EFO_0009769,,Yes,no,,,,ok,N
3296,Leu,Leucine,0,METABOLITE,,,simple,Exact match,leucine measurement,EFO_0009770,EFO_0009770,,Yes,no,,,,ok,N
4608,FT3overFT4,Free triiodothyronine to free thyroxine ratio,0,GLYCEMIC,,,simple,Exact match,tri-iodothyronine/thyroxine ratio measurement,EFO_0009779,EFO_0009779,,No,no,No,,,ok,N
4609,TT3overFT4,Total triiodothyronine to free thyroxine ratio,0,GLYCEMIC,,,simple,Match to parent,tri-iodothyronine/thyroxine ratio measurement,NA,EFO_0009779,,No,no,No,,,ok,N
4634,CSC,Central serous chorioretinopathy,1,OCULAR,,,simple,Exact match,central serous retinopathy,EFO_0009784,EFO_0009784,,Yes,Yes,,,,ok,N
3311,Val,Valine,0,METABOLITE,,,simple,Exact match,valine measurement,EFO_0009792,EFO_0009792,,Yes,no,,,,ok,N
3295,Ile,Isoleucine,0,METABOLITE,,,simple,Exact match,isoleucine measurement,EFO_0009793,EFO_0009793,,Yes,no,,,,ok,N
3796,THR,Total hip replacement,1,MUSCULOSKELETAL,34450027,yes,simple,Exact match,total hip arthroplasty,EFO_0009806,EFO_0009806,,No,no,yes,total hip arthroplasty - EFO_0009806,yes,ok,N
318,EaseOfWakingUp,Ease of waking up,0,SLEEP AND CIRCADIAN,,,simple,Exact match,"ease of getting up in the morning, self-reported",EFO_0009817,EFO_0009817,,Yes,Yes,,,,ok,N
3178,NICM,Nonischemic cardiomyopathy,1,CARDIOVASCULAR,,,simple,Exact match,nonischemic cardiomyopathy,EFO_0009881,EFO_0009881,,Yes,Yes,,,,ok,N
3583,UPCR,Urinary potassium-to-creatinine ratio,0,RENAL,,,simple,Exact match,urinary potassium to creatinine ratio,EFO_0009882,EFO_0009882,,Yes,Yes,,,,ok,N
3582,USCR,Urinary sodium-to-creatinine ratio,0,RENAL,,,simple,Exact match,urinary sodium to creatinine ratio,EFO_0009883,EFO_0009883,,Yes,Yes,,,,ok,N
3580,USPR,Urinary sodium-to-potassium ratio,0,RENAL,,,simple,Exact match,urinary sodium to potassium ratio,EFO_0009884,EFO_0009884,,Yes,Yes,,,,ok,N
4351,FrailtyIndex,Frailty index,0,AGING AND LONGEVITY,34431594,yes,simple,Exact match,frailty measurement,EFO_0009885,EFO_0009885,,No,Yes,yes,,,ok,N
4328,FriedFrailtyScore,Fried frailty score,0,AGING AND LONGEVITY,36928559,yes,simple,Match to parent,frailty measurement,EFO_0009885,EFO_0009885,,Yes,Yes,yes,,yes,Change to 'Match to parent',N
4245,Handedness,Ambidextrousness,1,NEUROLOGICAL,32989287,yes,simple,Match to parent,handedness,EFO_0009902,EFO_0009902,,Yes,Yes,yes,,,ok,N
3122,ESRDvMacro,End-stage renal disease (ESRD) vs. macroalbuminuria,1,RENAL,,,simple,Match to parent,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,no,,stage 5 chronic kidney disease - EFO_0009909,yes,Accept Lizzy's suggestion,N
3120,ESRDvControl,End-stage renal disease (ESRD) vs. controls,1,RENAL,,,simple,Match to parent,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,Yes,no,stage 5 CKD - EFO_0009909,yes,Accept Lizzy's suggestion,N
3121,ESRDvControladjHbA1cBMI,End-stage renal disease (ESRD) vs. controls adj HbA1c-BMI,1,RENAL,,,simple,Match to parent,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,Yes,no,stage 5 CKD - EFO_0009909,yes,Accept Lizzy's suggestion,N
3123,ESRDvMacroadjHbA1cBMI,End-stage renal disease (ESRD) vs. macroalbuminuria adj HbA1c-BMI,1,RENAL,,,simple,Match to parent,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,Yes,no,stage 5 CKD - EFO_0009909,yes,Accept Lizzy's suggestion,N
3124,ESRDvNonESRD,End-stage renal disease (ESRD) vs. no ESRD,1,RENAL,,,simple,Match to parent,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,Yes,no,stage 5 CKD - EFO_0009909,yes,Accept Lizzy's suggestion,N
3125,ESRDvNonESRDadjHbA1cBMI,End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI,1,RENAL,,,simple,Match to parent,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,Yes,no,stage 5 CKD - EFO_0009909,yes,Accept Lizzy's suggestion,N
3834,ESRD,End-stage renal disease,1,RENAL,,,simple,Exact match,stage 5 chronic kidney disease,EFO_0009909,EFO_0009909,,Yes,Yes,yes,stage 5 CKD - EFO_0009909,yes,Accept Lizzy's suggestion,N
4391,ESRDvMacro_DM,End-stage renal disease (ESRD) vs. macroalbuminuria in diabetes,1,RENAL,35763030,yes,complex,,"stage 5 chronic kidney disease, diabetes mellitus","EFO_0009909,EFO_0000400","EFO_0009909,EFO_0000400",,No,no,yes,remove: albuminuria,yes,Accept Lizzy's suggestion,N
4390,ESRD_DM,End-stage renal disease (ESRD) in diabetes,1,RENAL,35763030,yes,complex,,"stage 5 chronic kidney disease, diabetes mellitus","EFO_0009909,EFO_0000400","EFO_0009909,EFO_0000400",,Yes,Yes,yes,,,ok,N
4378,ESRDvControl_DM,End-stage renal disease (ESRD) vs. controls in diabetes,1,RENAL,29703844,yes,complex,,"stage 5 chronic kidney disease, diabetes mellitus","EFO_0009909,EFO_0000400","EFO_0009909,EFO_0000400",,Yes,Yes,yes,stage 5 chronic kidney disease - EFO_0009909,yes,"Accept Lizzy's suggestion, add diabetes mellitus, EFO_0000400 ",N
4376,ESRDvNonESRD_DM,End-stage renal disease (ESRD) vs. no ESRD in diabetes,1,RENAL,35763030,yes,complex,,"stage 5 chronic kidney disease, diabetes mellitus","EFO_0009909,EFO_0000400","EFO_0009909,EFO_0000400",,Yes,Yes,yes,stage 5 chronic kidney disease - EFO_0009909,yes,Accept Lizzy's suggestion (keep diabetes mellitus),N
4401,ESRDvMacro_T1D,End-stage renal disease (ESRD) vs. macroalbuminuria in type 1 diabetes,1,RENAL,31537649,yes,complex,,"stage 5 chronic kidney disease, albuminuria, type 1 diabetes mellitus","EFO_0009909,EFO_0004285,MONDO_0005147","EFO_0009909,EFO_0004285,MONDO_0005147",,No,Yes,yes,,,ok,N
4400,ESRDvControladjHbA1cBMI_T1D,End-stage renal disease (ESRD) vs. controls adj HbA1c-BMI in type 1 diabetes,1,RENAL,31537649,yes,complex,,"stage 5 chronic kidney disease, type 1 diabetes mellitus","EFO_0009909,MONDO_0005147","EFO_0009909,MONDO_0005147",,No,no,yes,remove adjusted terms,yes,Accept Lizzy's suggestion,N
4379,ESRDvControl_T1D,End-stage renal disease (ESRD) vs. controls in type 1 diabetes,1,RENAL,31537649,yes,complex,,"stage 5 chronic kidney disease, type 1 diabetes mellitus","EFO_0009909,MONDO_0005147","EFO_0009909,MONDO_0005147",,No,Yes,yes,,,ok,N
4403,ESRDvNonESRD_T1D,End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes,1,RENAL,31537649,yes,complex,,"stage 5 chronic kidney disease, type 1 diabetes mellitus","EFO_0009909,MONDO_0005147","EFO_0009909,MONDO_0005147",,Yes,Yes,yes,,,ok,N
4404,ESRDvNonESRDadjHbA1cBMI_T1D,End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes,1,RENAL,31537649,yes,complex,,"stage 5 chronic kidney disease, type 1 diabetes mellitus","EFO_0009909,MONDO_0005147","EFO_0009909,MONDO_0005147",,No,Yes,yes,remove adjusted terms,yes,Accept Lizzy's suggestion,N
4402,ESRDvMacroadjHbA1cBMI_T1D,End-stage renal disease (ESRD) vs. macroalbuminuria adj HbA1c-BMI in type 1 diabetes,1,RENAL,31537649,yes,complex,,"stage 5 chronic kidney disease, type 1 diabetes mellitus","EFO_0009909,MONDO_0005147","EFO_0009909,MONDO_0005147",,No,Yes,yes,remove albuminuria and adjusted terms,yes,Accept Lizzy's suggestion,N
3280,ESRDinT2D,End-stage renal disease in type 2 diabetes (ESRD in T2D),1,DIABETIC COMPLICATIONS,,,complex,Match to parent,"stage 5 chronic kidney disease, type 2 diabetes mellitus","EFO_0009909,MONDO_0005148","EFO_0009909,MONDO_0005148",,Yes,Yes,no,"stage 5 CKD, T2D - EFO_0009909, MONDO_0005148",yes,Accept Lizzy's suggestion,N
3662,ESRDvNonESRDinT2D,End-stage renal disease vs. no ESRD in type 2 diabetes (T2D),1,RENAL,29703844,yes,complex,,"stage 5 chronic kidney disease, type 2 diabetes mellitus","EFO_0009909,MONDO_0005148","EFO_0009909,MONDO_0005148",,Yes,Yes,yes,stage 5 chronic kidney disease - EFO_0009909,yes,"Accept Lizzy's suggestion, keep type 2 diabetes",N
3660,ESRDvControlinT2D,End-stage renal disease (ESRD) vs. controls in type 2 diabetes (T2D),1,RENAL,29703844,yes,complex,,"stage 5 chronic kidney disease, type 2 diabetes mellitus ","EFO_0009909,MONDO_0005148","EFO_0009909,MONDO_0005148",,Yes,Yes,yes,stage 5 chronic kidney disease - EFO_0009909,yes,"Accept Lizzy's suggestion, add type 2 diabetes mellitus (MONDO_0005148)",N
4084,DiverticularDisease,Diverticular disease,1,DIGESTIVE,,,simple,Exact match,diverticular disease,EFO_0009959,EFO_0009959,,Yes,Yes,,,,ok,N
3150,IGI,Insulinogenic index,0,GLYCEMIC,,,simple,Exact match,Insulinogenic index measurement,EFO_0009961,EFO_0009961,,Yes,Yes,,,,ok,N
4522,BIP1,Bipolar I disorder,1,PSYCHIATRIC,,,simple,Exact match,bipolar I disorder,EFO_0009963,EFO_0009963,,Yes,Yes,,,,ok,N
4525,BIP2,Bipolar II disorder,1,PSYCHIATRIC,,,simple,Exact match,bipolar II disorder,EFO_0009964,EFO_0009964,,Yes,Yes,,,,ok,N
4530,BIP_Schizoaffective,Schizoaffective disorder bipolar type,1,PSYCHIATRIC,,,simple,Exact match,Schizoaffective disorder-bipolar type,EFO_0009965,EFO_0009965,,Yes,Yes,,,,ok,N
4269,LiverIron,Liver iron content,0,HEPATIC,,,simple,Exact match,liver iron measurement,EFO_0010056,EFO_0010056,,Yes,Yes,,,,ok,N
3671,BMB_any_withexclusions,"Brain microbleeds, any, excluding dementia and stroke cases",1,CEREBROVASCULAR MRI TRAITS,32913026,yes,simple,Match to parent,cerebral microbleeds,EFO_0010059,EFO_0010059,,No,no,yes,,,ok,N
3670,BMB_mixed_or_strictlydeep_withexclusions,"Brain microbleeds, mixed or strictly deep, excluding dementia and stroke cases",1,CEREBROVASCULAR MRI TRAITS,32913026,yes,simple,Match to parent,cerebral microbleeds,EFO_0010059,EFO_0010059,,No,no,yes,,,ok,N
3674,BMB_strictlylobar_withexclusions,"Brain microbleeds, strictly lobar, excluding dementia and stroke cases",1,CEREBROVASCULAR MRI TRAITS,32913026,yes,simple,Match to parent,cerebral microbleeds,EFO_0010059,EFO_0010059,,No,no,yes,,,ok,N
3669,BMB_any_noexclusions,"Brain microbleeds, any",1,CEREBROVASCULAR MRI TRAITS,32913026,yes,simple,Exact match,cerebral microbleeds,EFO_0010059,EFO_0010059,,No,Yes,yes,,yes,Change to 'Exact match',N
3673,BMB_mixed_or_strictlydeep_noexclusions,"Brain microbleeds, mixed or strictly deep",1,CEREBROVASCULAR MRI TRAITS,32913026,yes,simple,Match to parent,cerebral microbleeds,EFO_0010059,EFO_0010059,,No,Yes,yes,,,ok,N
3672,BMB_strictlylobar_noexclusions,"Brain microbleeds, strictly lobar",1,CEREBROVASCULAR MRI TRAITS,32913026,yes,simple,Match to parent,cerebral microbleeds,EFO_0010059,EFO_0010059,,No,Yes,yes,,,ok,N
4469,CRF,Corneal resistance factor,0,OCULAR,,,simple,Exact match,corneal resistance factor,EFO_0010067,EFO_0010067,,Yes,Yes,,,,ok,N
3336,TrochanterArea,Trochanter area,0,MUSCULOSKELETAL,,,simple,Exact match,trochanter size,EFO_0010074,EFO_0010074,,Yes,Yes,,,,ok,N
3337,IntertrochArea,Intertrochanteric-shaft area,0,MUSCULOSKELETAL,,,simple,Exact match,intertrochanteric region size,EFO_0010075,EFO_0010075,,Yes,Yes,,,,ok,N
3339,FNarea,Femoral neck area,0,MUSCULOSKELETAL,,,simple,Exact match,femoral neck size,EFO_0010076,EFO_0010076,,Yes,Yes,,,,ok,N
3268,AcAce,Acetoacetate,0,METABOLITE,,,simple,Exact match,acetoacetate measurement,EFO_0010111,EFO_0010111,,Yes,no,,,,ok,N
3269,Ace,Acetate,0,METABOLITE,,,simple,Exact match,acetate measurement,EFO_0010112,EFO_0010112,,Yes,no,,,,ok,N
3278,Cit,Citrate,0,METABOLITE,,,simple,Exact match,citrate measurement,EFO_0010114,EFO_0010114,,Yes,no,,,,ok,N
3287,Glol,Glycerol,0,METABOLITE,,,simple,Exact match,glycerol measurement,EFO_0010115,EFO_0010115,,Yes,no,,,,ok,N
3307,TotCho,Total cholines,0,METABOLITE,,,simple,Exact match,choline measurement,NA,EFO_0010116,,No,no,Yes,,,ok,N
3303,Pyr,Pyruvate,0,METABOLITE,,,simple,Exact match,pyruvate measurement,EFO_0010117,EFO_0010117,,Yes,no,,,,ok,N
3306,SM,Sphingomyelins,0,LIPIDS,,,simple,Exact match,sphingomyelin measurement,EFO_0010118,EFO_0010118,,Yes,Yes,,,,ok,N
3282,FAw3,Omega-3 fatty acids,0,LIPIDS,,,simple,Exact match,omega-3 polyunsaturated fatty acid measurement,EFO_0010119,EFO_0010119,,Yes,Yes,,,,ok,N
340,FGovertime,Fasting glucose change over time,0,GLYCEMIC,,,simple,Exact match,fasting blood glucose change measurement,EFO_0010120,EFO_0010120,,Yes,Yes,,,,ok,N
4117,Change_in_fasting_glucose_after_metformin_adjusted_baseline_glucose,Fasting glucose at V2 minus fasting glucose at V1,0,METFORMIN RESPONSE,37233759,yes,complex,,"fasting blood glucose change measurement, response to metformin","EFO_0010120,GO_1901558","EFO_0010120,GO_1901558",,No,Yes,yes,,,ok,N
3675,BreakfastSkipping,Frequency of breakfast skipping,0,NUTRITIONAL,31190057,yes,simple,Exact match,breakfast skipping measurement,EFO_0010129,EFO_0010129,,Yes,Yes,yes,,,ok,N
3349,oilyfish,Oily fish consumption,0,NUTRITIONAL,,,simple,Match to parent,fish consumption measurement,EFO_0010139,EFO_0010139,,Yes,no,,,,ok,N
3202,Stroke_lobar,Lobar intracranial hemorrhage,1,STROKE,,,simple,Exact match,lobar intracerebral hemorrhage,EFO_0010177,EFO_0010177,,Yes,Yes,,,,ok,N
3205,lobarSVS,Lobar intracerebral hemorrhage or small vessel ischemic stroke,1,STROKE,,,simple,Match to parent,"lobar intracerebral hemorrhage, small vessel stroke","EFO_0010177,EFO_1001504","EFO_0010177,EFO_1001504",,No,no,No,,yes,"Change to lobar intracerebral hemorrhage (EFO_0010177), small vessel stroke	EFO_1001504",N
3199,Stroke_deep,Non-lobar intracranial hemorrhage,1,STROKE,,,simple,Exact match,non-lobar intracerebral hemorrhage,EFO_0010178,EFO_0010178,,Yes,Yes,,,,ok,N
3206,nonlobarSVS,Non-lobar intracerebral hemorrhage or small vessel ischemic stroke,1,STROKE,,,simple,Match to parent,"non-lobar intracerebral hemorrhage, small vessel stroke","EFO_0010178,EFO_1001504","EFO_0010178,EFO_1001504",,No,no,No,,yes,"Change to non-lobar intracerebral hemorrhage (EFO_0010178), small vessel stroke        EFO_1001504",N
3315,bOHBut,Beta-hydroxybutyric acid,0,METABOLITE,,,simple,Exact match,beta-hydroxybutyric acid measurement,EFO_0010465,EFO_0010465,,Yes,no,,,,ok,N
3805,OcularVD,Retinal vascular density,0,OCULAR,34743558,yes,simple,Match to parent,retinal vasculature measurement,EFO_0010554,EFO_0010554,,No,no,yes,,,ok,N
3804,VFD,Retinal vascular fractal dimension,0,OCULAR,34743558,yes,simple,Match to parent,retinal vasculature measurement,EFO_0010554,EFO_0010554,,No,no,yes,,,ok,N
4435,fLVSV,Forward left ventricular stroke volume,0,CARDIOVASCULAR,38082205,,simple,Match to parent,left ventricular stroke volume measurement,EFO_0010555,EFO_0010555,,Yes,Yes,,,,ok,N
4438,netLVSV,Net left ventricular stroke volume,0,CARDIOVASCULAR,38082205,,simple,Match to parent,left ventricular stroke volume measurement,EFO_0010555,EFO_0010555,,Yes,Yes,,,,ok,N
362,SVI,Left ventricular stroke volume (BSA-indexed),0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular stroke volume measurement,EFO_0010555,EFO_0010555,,Yes,Yes,,,,ok,N
363,SVL,Left ventricular stroke volume,0,CARDIOVASCULAR,,,simple,Exact match,left ventricular stroke volume measurement,EFO_0010555,EFO_0010555,,Yes,Yes,,,,ok,N
4439,tLVSV,Total left ventricular stroke volume,0,CARDIOVASCULAR,,,simple,Exact match,left ventricular stroke volume measurement,EFO_0010555,EFO_0010555,,Yes,Yes,,,,ok,N
3845,LVmass-EDVratio,Left ventricular mass to end-diastolic volume ratio,0,CARDIOVASCULAR,,,simple,Exact match,Left ventricular mass to end-diastolic volume ratio,EFO_0010556,EFO_0010556,,Yes,Yes,,,,ok,N
3829,NAFLDfibrosis,Liver fibrosis score in NAFLD,0,HEPATIC,31311600,yes,complex,,"liver fibrosis measurement, non-alcoholic fatty liver disease","EFO_0010576,EFO_0003095","EFO_0010576,EFO_0003095",,Yes,no,yes,,,ok,N
3997,HighScatReticuloPerc,Highlight scatter reticulocyte percentage,0,HEMATOLOGICAL,32888494,yes,simple,Match to parent,reticulocyte measurement,EFO_0010700,EFO_0010700,,Yes,no,yes,,,ok,N
